mssv,IT001,IT003,IT004,IT005,IT007,MA003,MA004,MA005,MA006,IT002
BBFAA834XPvAibaEXe9QSg4kScpiFy+x7WO2GtFr,9.1,7.9,7.8,8.9,8.1,8.2,8.7,8.7,8.7,7.8
BC04AE6FXPvAibaEXe9Wonradwt/oTavF/IhyOe2,4.9,5.7,2.7,4.8,3.2,6.7,5.2,3.0,3.2,2.4
BC0C8C7BXPvAibaEXe+NDo030EtOPBigNmVoYo2S,6.7,7.0,6.9,6.6,6.7,5.7,6.2,7.5,7.9,4.0
BC1CAE45XPvAibaEXe+7lZeRkZH8FfYYnkSCbUEa,5.7,7.3,8.0,7.1,8.0,6.8,8.2,7.5,7.7,6.6
BC23845AXPvAibaEXe9PMniL1hA1yhC0coaOCGFg,8.4,8.3,9.7,7.9,8.9,8.9,8.0,8.9,8.4,9.3
BC25E863XPvAibaEXe+NwINRwPE8quD6SbKRhsHf,9.5,9.8,9.5,9.3,8.8,9.8,9.3,8.9,9.4,9.8
BC2ACBAEXPvAibaEXe+NqszRBbPDtwT58F1jqpzD,5.1,7.5,5.7,6.6,7.8,8.3,7.5,7.5,5.7,7.4
BC3E7200XPvAibaEXe87HtCBj/Xw0/IB0+vbewnx,9.8,10.0,7.3,7.6,9.2,9.4,9.3,9.8,8.7,9.3
BC591447XPvAibaEXe9jQXzUZ/B6BfV6XDpCrRXQ,8.6,9.4,9.2,8.5,8.6,9.6,10.0,9.3,9.7,9.0
BC65D611XPvAibaEXe8iDpfibljbVLvppVW84qAa,7.2,8.3,6.1,6.8,9.0,5.4,6.8,7.0,7.4,8.0
BC98AFC6XPvAibaEXe/NvjoxH/C+eRRxSeUhwEL8,8.6,7.9,8.2,6.8,9.0,7.0,7.8,9.0,5.7,6.6
BC98FCE6XPvAibaEXe++B0JyCbXA1ICrtG2R+FPQ,7.8,8.8,7.7,6.6,6.0,7.8,8.9,9.4,8.9,6.4
BCA08DBBXPvAibaEXe9xO+RAnsxzc9U+350eIvCW,7.0,7.1,6.0,6.6,8.5,7.1,6.9,8.2,8.5,7.3
BCA6C296XPvAibaEXe+dErJK2QKC6b/iZvXnmipz,6.9,7.5,6.5,6.4,8.2,7.3,6.5,8.4,6.8,6.9
BCAC0300XPvAibaEXe85Y9zb3iTT6s7yWq6LJF3N,5.8,7.1,6.1,7.0,8.5,5.2,9.3,6.4,6.4,7.4
BCE11B7BXPvAibaEXe8wj1bWOnrKYSKk0nU7rUiF,9.7,7.2,5.2,6.5,7.7,6.0,6.9,5.0,5.0,5.9
BCE371D9XPvAibaEXe/nw3DhNQnHfzsc5hFNGIFx,9.0,9.1,8.0,9.5,9.4,9.0,9.3,7.7,7.0,8.1
BCE3A4A5XPvAibaEXe8Wb350a8ibnopxEooLo0mL,7.4,7.9,2.9,5.9,7.5,7.6,7.8,6.1,8.9,5.7
BCE6DD23XPvAibaEXe9DbnTSd1n0lr5qABXKl3AF,7.9,8.5,8.2,8.8,7.9,6.5,7.4,7.2,9.1,6.1
BCE7405BXPvAibaEXe94sdmGYWWl8JTjP2tdZ3U0,5.3,5.0,5.0,2.0,4.7,7.9,7.2,7.3,7.0,2.9
BCEE44ADXPvAibaEXe+HJXKqpCHBIr3VZ9eRxh4Y,7.6,8.0,7.6,6.1,6.9,8.0,9.0,7.3,8.2,7.6
BCFEE2B5XPvAibaEXe/LIv6QeHs+ZUPKzazcLtBC,7.4,7.9,9.0,7.9,8.7,7.4,8.1,7.0,7.9,8.0
BD0493E1XPvAibaEXe/WTR5UGsYutA7PJ6yFCsBD,5.4,6.9,6.2,7.1,7.4,7.1,8.1,7.6,6.4,5.2
BD1468D0XPvAibaEXe+Eq5yVDvOLCjSJ5pBX58Ds,6.6,6.1,8.1,7.5,7.6,6.8,8.4,6.6,7.4,6.6
BD2528FBXPvAibaEXe9gkNN06c3nLWBe31aKsysl,9.3,8.8,9.3,8.5,8.6,6.1,8.8,8.1,9.8,8.0
BD3F55D7XPvAibaEXe+O6k9uKh6ikJ8bD9DWE2bf,7.8,9.2,8.6,7.9,9.4,8.9,8.5,8.3,9.1,8.6
BD4A4582XPvAibaEXe/cAy9n2SNhGH1VNV07LNpK,7.9,8.3,8.1,7.9,8.7,8.7,8.4,8.4,8.2,7.3
BD5FFF1CXPvAibaEXe/GYDluKvKBtfK6oXjueUOk,7.6,7.4,5.9,6.7,7.9,8.1,5.3,8.8,8.4,5.4
BD613D66XPvAibaEXe9Xj8SSEVd/jUZVR9C+dEL4,6.2,5.5,7.5,7.1,9.1,5.0,8.7,5.0,5.6,7.2
BD671B38XPvAibaEXe/LvKmPOy7w5/y4iP4ff15b,9.6,8.5,7.5,7.4,9.0,9.0,8.7,9.3,9.6,8.2
BD696DCFXPvAibaEXe85hkLGQAJy3QYc4ujwA9Jj,8.2,6.3,6.5,6.9,6.7,7.7,8.0,6.6,6.5,6.1
BD81998CXPvAibaEXe8Bq6xNX3rcodOOLTYx6JTE,5.8,8.3,8.4,8.9,7.1,7.2,8.1,6.8,8.4,7.1
BD8317F6XPvAibaEXe9nP2x7vQNdVVcQVKXVmxw6,9.5,8.8,9.7,9.0,9.2,9.4,10.0,10.0,9.9,6.0
BD8C02BDXPvAibaEXe+sV6KMm2RqHnN1uae/VYbf,8.0,7.7,8.7,7.0,8.1,5.4,5.0,9.3,5.0,5.4
BD92FBB3XPvAibaEXe/HUuIVo8uCRySjdHHjLJmc,6.2,8.7,6.8,6.0,7.6,7.4,9.4,8.0,7.3,6.3
BD95E2AEXPvAibaEXe9urngX21O5XQN40SICgXmA,9.1,9.3,6.9,6.6,6.4,7.8,7.5,7.5,8.8,7.7
BD981345XPvAibaEXe/Nq24Gaz1febHS3AYx9QnU,6.8,7.6,7.7,8.0,8.6,6.8,7.3,8.4,5.3,5.5
BD9B1FDEXPvAibaEXe80lJLbnvW/+0YS/6uVHYVi,7.0,8.3,9.6,8.6,7.9,8.1,8.9,8.2,7.9,7.7
BD9DE78DXPvAibaEXe+L7yr6xo33KpaY/g0OPb72,9.1,8.4,6.8,7.5,7.5,5.8,5.5,7.5,8.5,6.7
BDCB72B1XPvAibaEXe8hixWw/kWsbFnG5QzqbVbN,8.1,8.4,8.8,7.9,8.1,7.0,5.1,6.7,6.5,7.1
BDCE7C9DXPvAibaEXe8Dld2HmzmH+k2xk9z4U097,9.5,9.9,9.0,8.9,9.2,8.4,9.4,9.4,7.9,8.6
BDD0E2D5XPvAibaEXe99QzhWW+eTfLVXe7rU9cs0,7.5,7.3,6.6,5.7,6.3,5.0,6.6,6.1,7.1,6.7
BDDBF26CXPvAibaEXe+jRlsyXvmhz3iGDa0hZ9Ea,7.7,8.0,7.2,6.6,7.1,6.1,6.8,6.3,7.3,7.2
BDFF4C67XPvAibaEXe8KuJNEATWS84FcAMKfvsuY,4.7,4.5,1.5,3.1,3.8,6.5,4.1,6.2,5.6,5.0
BE1A9ABEXPvAibaEXe92Umf5pb/ttjv+Q4aigMmx,7.0,6.7,5.1,5.8,8.2,6.6,6.2,6.3,7.1,7.0
BE36BC8AXPvAibaEXe/GvjCS9SJu0WPs3eaubG6j,7.8,8.3,8.0,7.8,7.1,8.6,8.2,8.5,9.6,8.1
BE423C8EXPvAibaEXe+IUXdezTp2c7o+1QWK2q8I,5.8,8.8,9.9,8.5,8.7,8.9,7.7,7.0,8.0,8.0
BE42C511XPvAibaEXe9e953jV3NnLve59DbU7Q+k,8.3,7.2,6.7,6.5,5.2,7.7,5.0,8.2,8.1,8.5
BE50F017XPvAibaEXe/iGey/Hml5ulNWA7EfwbsB,6.0,6.5,6.0,5.6,7.3,7.4,8.7,7.5,5.6,5.9
BE573A0FXPvAibaEXe/X5qOvA9deFWiLIcL3XnRq,9.2,8.0,8.7,7.4,9.5,9.9,10.0,8.2,9.5,6.4
BE9A56CEXPvAibaEXe/QEoeDNKATR8HKqQPTllnK,8.1,7.6,5.1,5.2,5.1,6.6,7.4,6.3,6.2,6.2
BEA9EB6BXPvAibaEXe/uPR0E3TEtQs+3alDs0Y8t,6.4,5.8,7.0,6.8,7.0,5.0,8.6,7.4,6.6,5.7
BEC0DDF4XPvAibaEXe8ElCvsRaR7d0aNg1GBinGA,6.7,7.2,5.4,6.8,7.1,7.4,5.1,6.5,8.4,7.2
BEC1BECFXPvAibaEXe9xLAZM12QrYINEhlwirI+/,7.8,9.2,8.7,8.8,8.8,8.3,9.6,7.3,9.5,7.2
BECA9DD4XPvAibaEXe8Dld2HmzmH+j+OpDeXuvRQ,8.4,6.5,8.4,8.8,8.0,9.4,7.3,9.2,8.5,6.9
BED5368DXPvAibaEXe+YFpGAAgvteWQNcBQnhVHj,3.7,4.7,5.7,6.2,8.3,5.6,8.0,5.6,6.1,6.6
BEE887D8XPvAibaEXe8IXn+MV9wqksnBCoDgjGDr,5.9,5.8,5.5,5.1,6.5,6.2,6.1,5.5,6.8,5.4
BEE984BEXPvAibaEXe8CYkXkPteanPbB2QJle+4H,10.0,8.8,8.5,8.8,9.4,9.6,9.5,9.5,10.0,9.0
BEF1DAABXPvAibaEXe90TjJq9LqiZtLPBTY/sKxr,7.6,8.2,8.2,7.5,8.4,9.5,9.3,6.0,9.5,5.6
BEF541C0XPvAibaEXe9YgNnR0JxPhYj5ZBqeLf7c,6.0,5.2,8.5,8.6,8.9,8.2,7.1,9.4,5.5,7.0
BF01BDD2XPvAibaEXe9kEUKWGqhXVLWKOFYTwfID,7.7,7.4,6.5,6.8,6.0,7.1,8.3,5.7,7.6,6.5
BF05EAD1XPvAibaEXe/oezvwHt0hpMH6JzILlAoG,7.4,8.0,6.8,6.0,7.2,7.9,8.8,8.1,7.1,7.3
BF0F7ABBXPvAibaEXe915NmCViXOMM3ldr4t2Ekg,6.8,6.8,7.2,9.0,7.7,8.6,8.3,9.3,6.0,8.1
BF114513XPvAibaEXe+Pxorfe/k8CbwvRFU2xqng,7.0,6.1,5.1,5.6,6.3,5.3,6.2,8.0,5.5,5.9
BF18D491XPvAibaEXe/KP8Z+xE/sY6LIXbTMzS2H,9.2,8.7,9.6,9.1,8.3,8.7,9.7,10.0,10.0,8.5
BF1AB540XPvAibaEXe9xLM9bjmqfKQTEaW2p44jp,9.3,9.0,7.7,7.4,7.8,8.5,7.0,9.2,9.5,7.2
BF2102F0XPvAibaEXe/BLy1WUS+NVqbEhpk2m0ZN,5.5,7.1,5.6,5.9,6.4,6.4,7.6,6.1,5.7,6.0
BF350F3FXPvAibaEXe9Y8E/lSCdK56MHrCSm4AWk,8.4,9.2,8.3,8.9,7.0,8.6,9.5,8.4,9.8,8.8
BF49E59CXPvAibaEXe8JhJ4J3nSSl1M62Ra/ltX0,9.9,8.9,10.0,8.9,9.4,10.0,10.0,10.0,9.4,8.7
BF5CDA54XPvAibaEXe9F+oU8wuNbqE3WOAuRu4uw,8.8,8.7,8.2,8.6,9.2,8.8,10.0,9.4,9.9,9.2
BF5D6B10XPvAibaEXe/ZbeP+H+OlzmV3jP/XPv6m,9.2,8.5,6.7,6.0,7.5,6.0,8.6,7.2,7.0,6.7
BF6115D2XPvAibaEXe/V92w6Vxv2rweaGdz0WwNz,8.4,8.5,7.2,8.8,7.4,7.4,7.6,7.7,6.8,6.3
BF7644D0XPvAibaEXe9TvOBYlD1INudm9JCY1WZy,9.5,7.8,8.7,8.0,7.9,6.4,8.2,9.1,9.1,8.6
BF76CC97XPvAibaEXe9GIPsHwerJNP0ycPGo1ADl,8.6,9.0,7.7,8.9,8.6,9.5,8.4,9.5,10.0,8.8
BF81B0FFXPvAibaEXe89Arovz2Asdu1Alp3Kr10p,8.5,8.7,8.9,8.4,8.9,7.5,8.6,8.1,7.8,8.7
BF85313AXPvAibaEXe9u8ftW5AKWEbSQNQrlpcbG,8.3,8.8,9.3,7.9,8.2,8.7,7.5,8.6,9.1,8.0
BF916B68XPvAibaEXe/S2GAGS7TusFVUbhuw74cL,6.8,9.0,7.4,7.8,8.8,9.1,6.9,8.2,8.7,8.3
BF91AB54XPvAibaEXe8Ve9qXGkppSK3VkUe67fwg,5.7,5.9,5.8,5.1,5.1,2.9,5.8,7.3,5.0,5.0
BF9FDB47XPvAibaEXe+el9HxC/V5Npr9PPlKVEkL,9.2,9.2,9.7,9.0,9.5,9.1,9.8,9.8,9.7,9.8
BFAC243DXPvAibaEXe8SRnjkoZQJQn+u4iQF3qZN,9.6,8.0,7.1,7.9,7.8,9.0,9.0,9.4,8.6,6.2
BFAE3BE6XPvAibaEXe9qltw0mIqvIaR1qSLIlFzJ,9.8,9.1,9.3,8.9,8.9,8.9,9.0,10.0,10.0,7.3
BFB66F3AXPvAibaEXe8kQad4U9taedfXFMde1fak,8.6,9.2,9.7,9.4,8.4,8.6,9.7,8.9,9.3,9.2
BFB9AA3EXPvAibaEXe/Hd2nFsMs4VMY4azJrIys6,5.7,6.4,5.3,5.6,6.8,6.0,5.4,7.1,8.3,5.1
BFC65127XPvAibaEXe+/+q/J1of16BnaXusfYYaq,7.4,9.4,8.5,8.4,8.6,9.2,8.9,8.9,9.2,9.5
BFCBFAAEXPvAibaEXe+YbqS6wWaMivUkl/ywIT8S,8.9,8.9,6.5,7.0,7.7,6.6,8.2,10.0,9.6,8.1
BFCE735BXPvAibaEXe+9tOqtJ+TlMva41++QbHr/,5.8,8.3,6.3,7.6,8.6,7.2,7.8,7.1,5.0,7.4
BFCF7560XPvAibaEXe9ro8CnHiMdMVJBsvngdWGH,8.0,7.7,9.4,8.4,9.4,8.4,8.8,9.9,8.9,7.8
BFD4247CXPvAibaEXe+jsqLrdntKXu+53DURa5Mm,6.1,0.0,0.2,4.1,0.0,1.9,0.0,1.2,4.7,0.0
BFE7B5D7XPvAibaEXe/ZbeP+H+Olzj8bm51LBkvZ,6.8,5.6,5.2,5.6,6.3,6.7,5.0,5.7,5.8,5.0
BFF8DA2FXPvAibaEXe+5AEinM7he3tn9b67IIJsR,5.9,7.0,5.8,6.3,7.4,6.4,7.8,6.8,7.9,8.6
BFFF27B6XPvAibaEXe9xO+RAnsxzc9rGwqCmcqdz,6.4,7.9,7.6,7.5,8.3,7.8,7.7,7.2,9.3,8.9
C00275E6XPvAibaEXe/YCV++RiavqOErFb3GW5CH,8.3,7.7,6.9,8.5,7.8,7.7,7.9,7.8,6.1,4.7
C00CFD9BXPvAibaEXe8WrK/T746TF3tFTZwcZkUu,7.2,8.3,8.3,7.9,1.4,7.2,7.5,6.9,9.1,2.8
C01432A9XPvAibaEXe/24bqNYPB5SpbdmCvHnnhg,6.4,5.4,7.5,4.6,5.0,7.6,7.4,6.3,6.1,6.4
C01D2321XPvAibaEXe9FRFgWLD9noYx31XsrFJuq,6.3,5.5,8.1,7.2,7.5,7.3,9.5,8.0,8.1,6.5
C028CAFDXPvAibaEXe/KzUC9/fyuEkqW/7ZHY3Dl,8.7,9.5,8.9,8.4,7.9,7.5,7.2,8.5,8.3,7.9
C02CF481XPvAibaEXe/Fuy4XnWnIVgVC7WI0RZdZ,8.5,6.3,5.4,7.3,6.5,5.3,7.1,7.2,7.0,6.0
C02F9A01XPvAibaEXe+MR0BPJNCxyTreLFUkbAMe,8.9,9.0,8.6,8.7,8.4,9.5,8.2,9.1,8.2,7.9
C0306CDAXPvAibaEXe8l2SPBJihvxRnzz6zE9ctS,7.9,6.9,6.3,7.1,6.5,6.5,8.1,5.8,5.0,5.6
C04EFEE4XPvAibaEXe8drPFSmj8q7weeHHo9MqGT,9.8,9.5,9.1,8.4,9.1,8.8,9.4,8.8,9.7,9.2
C066A730XPvAibaEXe8e8TJXhGRqkFQClYt2+09M,8.0,7.7,7.8,5.5,6.1,8.1,7.4,5.0,7.7,6.1
C06B893CXPvAibaEXe+eLIaWcq1sI4xsoYe2F3J2,8.5,8.7,7.9,8.0,8.6,9.9,9.5,8.6,9.1,7.6
C079BD3BXPvAibaEXe+Ld0pn52sW0PVDkD96oGlb,9.1,7.7,6.6,8.1,8.0,9.7,7.3,7.4,8.2,8.0
C07D09E6XPvAibaEXe8R2Rbk2WiF3IA5YIyaH3PO,6.2,8.0,8.8,8.4,7.4,7.7,10.0,7.9,9.0,7.7
C0834F79XPvAibaEXe/EvmuerN6w1HGYDTWudCyQ,4.6,2.1,3.5,3.8,0.0,7.2,6.7,6.0,5.3,1.3
C0876D1FXPvAibaEXe+g+689Av0WQ2LNsIBPcXwW,9.0,9.7,8.7,7.9,9.6,9.2,10.0,9.1,9.9,8.7
C089EFD9XPvAibaEXe8R2Rbk2WiF3BvOUrFm9KsH,7.5,7.3,7.0,6.5,7.1,6.9,7.9,8.7,8.2,6.7
C08EEC0CXPvAibaEXe8p7+QBLh7hjqgWADchMJ+a,8.3,7.3,4.1,5.4,6.5,6.1,8.3,6.7,7.3,7.4
C094A6FEXPvAibaEXe+QctIYCWb8THLpVFnBRg+l,3.0,7.7,7.0,7.0,7.7,4.6,5.7,5.1,7.7,5.1
C0986690XPvAibaEXe+gnarChABWR9IGHRHJKOGm,7.1,7.5,5.1,5.5,6.6,6.4,5.2,6.0,7.2,7.1
C09FDD9FXPvAibaEXe8xE9+hjZHGksQ5OUVMt43A,8.2,8.1,8.7,6.4,7.9,9.1,9.4,8.5,10.0,9.7
C0A6A6C2XPvAibaEXe9t3AmSkf7FuRIVQ4M62HLZ,7.5,7.8,5.7,7.6,7.3,8.1,8.7,7.0,7.9,5.3
C0ADF5A0XPvAibaEXe+NdYdWeGKQ3+CekYZFZ1Gr,9.2,9.6,8.4,9.3,8.3,5.0,7.6,8.4,7.2,8.1
C0AE2077XPvAibaEXe/ESOA28kZtDpuO26Uh7yBO,7.4,7.8,6.0,6.0,6.4,6.7,5.7,7.6,8.9,5.9
C0AF3102XPvAibaEXe92yZ7KcyiZXjRvzGJGaXth,7.2,7.4,5.1,5.1,6.5,5.3,6.3,7.1,9.1,6.4
C0B740EFXPvAibaEXe+V8Z3g2JN9F/OxHBsxP3dF,8.1,8.1,7.2,7.1,6.2,5.4,8.8,6.2,8.7,6.9
C0C221D0XPvAibaEXe/c+AA7R58MU6nY3C/u3rka,9.5,9.6,7.5,8.0,8.5,8.3,10.0,9.4,9.0,7.2
C0C9C20EXPvAibaEXe/y2t7DVG8TDRg2y/nF6frs,6.7,5.5,6.5,5.9,6.0,6.8,5.9,5.6,7.2,6.4
C0CEC6D2XPvAibaEXe8riuHWhiKRR60QK30cWpnI,9.6,8.8,6.0,7.0,7.7,5.9,7.1,6.5,7.1,6.1
C0EAD568XPvAibaEXe8b1/xgQXfYgojwn2eqNx8N,5.2,7.3,6.9,7.3,8.2,9.0,8.7,8.0,9.9,7.8
C0EE7067XPvAibaEXe8vzv/aZ4Qa6YbP+FTRj1iV,5.7,8.0,6.2,6.6,7.3,5.7,8.3,7.0,8.1,7.3
C0EF7379XPvAibaEXe9kEUKWGqhXVDn4wZvLFF/O,7.8,5.4,6.7,6.0,7.1,6.2,5.4,6.8,5.6,7.4
C0F4FE6DXPvAibaEXe93Rc7cR6VrXDwWR73APBgm,7.2,8.1,9.1,8.8,8.0,8.2,9.6,8.6,8.5,8.1
C0FC7861XPvAibaEXe93UbSm/ewAMhsrnF0T+Vqp,7.8,7.6,9.0,6.5,8.5,6.2,6.6,6.3,8.2,7.3
C0FCC163XPvAibaEXe9w/PzEODhJkY5K3PqBy2XX,8.2,7.6,5.2,7.6,8.4,8.2,9.2,9.4,7.9,7.6
C11AFB68XPvAibaEXe9+3TdUbRXdLT38bTEBLKGf,8.5,8.8,7.5,7.1,6.6,6.4,6.4,6.1,7.4,7.0
C125FC73XPvAibaEXe8d4Zyk6xKs00cDf5RloWyG,6.0,7.5,6.4,5.6,6.3,8.3,8.2,6.0,6.3,6.1
C1312801XPvAibaEXe9Q2McsUcINTketisymyY1y,8.4,7.3,7.6,6.4,9.3,5.0,8.6,6.7,6.2,7.3
C135310BXPvAibaEXe/t4WKrTmA45VAWQP3+WBPF,6.8,9.6,8.1,7.7,8.8,7.0,9.2,8.7,7.1,8.4
C135F51CXPvAibaEXe9xLAZM12QrYIzgS6A/coDk,8.9,6.5,8.1,6.3,6.1,8.9,7.3,5.4,5.0,7.5
C13C36B6XPvAibaEXe/TOGeH6x1BlVDDF+HyOLkO,8.5,6.8,6.8,7.0,4.7,7.9,5.1,7.1,8.5,7.6
C13DB28AXPvAibaEXe9drMWeKYE4jHbg97+NJi/s,6.9,5.4,1.2,5.4,5.3,5.0,5.2,1.0,5.3,0.0
C15E9180XPvAibaEXe8d4Zyk6xKs0ywJs+82B5q4,9.2,7.9,6.4,7.7,7.5,8.2,8.0,8.6,6.8,5.9
C1613654XPvAibaEXe8IMfyUCPq0pIBO5EPDmgDa,8.8,9.7,9.8,8.6,8.4,9.4,8.6,9.1,8.2,9.4
C165312FXPvAibaEXe8R2Rbk2WiF3Hgk7jxGCRCa,6.6,6.4,5.0,6.4,7.1,6.8,4.8,5.7,6.1,5.3
C168EBB3XPvAibaEXe8g8Nbaf8gV6mqA2pD1A1FR,8.3,8.5,6.8,8.4,7.1,7.0,8.0,8.4,9.3,7.6
C18196C6XPvAibaEXe9klODFLmnXjbCEVqgef8BF,8.6,8.0,8.1,7.8,8.6,8.4,8.8,9.6,9.8,7.4
C1886430XPvAibaEXe+63TJw283N+49eZlwsqP2y,9.0,9.4,8.8,9.4,8.5,6.9,10.0,8.6,7.3,9.5
C1A1591BXPvAibaEXe/xzCVTNrEPZH4+O2+F9z5G,9.5,8.6,7.9,7.6,9.4,9.7,9.3,8.9,10.0,7.8
C1A67CF0XPvAibaEXe9mpn5IvDinRwS1hCCe9Fta,8.3,5.1,5.1,7.5,5.7,8.3,8.5,7.6,9.2,5.5
C1B6D12DXPvAibaEXe9c74uZL4Z38DpXBMwNi9CT,8.3,8.5,8.8,8.4,9.0,9.1,8.9,7.2,7.3,8.4
C1C06205XPvAibaEXe9uJZGMSuxkgHSAhpgSRiqk,7.4,8.0,9.6,8.3,8.8,8.2,8.0,8.5,9.3,7.5
C1C0C4AEXPvAibaEXe+wnAHzeNC8Yg3KwYNkWTzJ,7.1,5.9,7.0,7.5,8.5,7.6,6.4,7.8,8.4,5.9
C1DB1120XPvAibaEXe+ba4DZYrt+PDnRlMl9fRKp,7.8,8.1,8.4,6.0,8.1,7.4,5.9,7.0,9.3,6.0
C1DE11E8XPvAibaEXe+Fy1phPq2H8vaeLQ1C9nra,7.6,7.4,7.2,7.3,5.2,7.6,8.6,7.9,7.5,6.8
C1F6FF57XPvAibaEXe/KIviHIwoJTvADsStql5jM,7.3,7.2,5.4,7.5,6.8,7.1,8.9,7.7,6.8,6.9
C2115F30XPvAibaEXe/TOGeH6x1BlbSouo22nZi4,8.9,9.6,5.8,6.6,8.0,8.2,8.8,6.4,9.4,6.3
C218E72AXPvAibaEXe/xzCVTNrEPZD9VbDGzHBDe,6.0,5.9,5.3,6.4,6.0,8.0,5.9,6.6,8.2,4.3
C21C9E71XPvAibaEXe9e953jV3NnLpfbRIwjz8n1,9.4,9.8,9.9,9.4,8.6,8.0,9.9,8.8,9.4,7.8
C21EC537XPvAibaEXe//oOov2hCsiYpEF7byrFnU,9.3,9.1,9.6,9.1,9.2,8.4,9.5,7.4,9.4,8.8
C22EEE9DXPvAibaEXe/w5GZwSM37/ywgIFIFqwN6,8.8,7.3,6.5,7.7,8.7,7.6,9.0,8.7,8.5,7.5
C233CD4EXPvAibaEXe8EW55eQakbv2nx7EICXZSl,8.4,8.7,8.6,9.1,9.1,8.4,7.9,8.1,10.0,9.8
C23B8F61XPvAibaEXe8jzQvYm0cG3ehNjjm+5LVO,6.8,7.5,4.0,6.5,7.5,5.8,8.4,5.2,8.2,6.0
C249BC1CXPvAibaEXe+h1r+uCFoIj7TAb67Qp9Mo,6.4,6.9,6.6,7.1,7.6,7.5,8.6,6.5,6.4,6.9
C26D29CCXPvAibaEXe/IJyK0OmpUJx6H+3SYG0IA,6.6,6.9,8.6,8.1,8.3,9.4,6.5,8.0,5.4,8.1
C27799D3XPvAibaEXe8SRnjkoZQJQlg8y11Bz880,7.4,5.8,5.3,6.3,6.0,5.3,6.6,6.1,5.7,5.8
C2A1E297XPvAibaEXe92yZ7KcyiZXj6yXncckpSx,6.4,6.4,7.8,6.2,7.9,7.8,6.6,5.2,7.6,6.2
C2B1E6E3XPvAibaEXe/8dEMQ5HsLl0oNzoAdc2+1,8.1,9.3,9.5,9.0,8.5,8.7,8.9,9.2,7.7,8.3
C2C6F7BBXPvAibaEXe8XU1E8XgQL2JL1VO7878AZ,7.6,5.8,5.9,7.1,7.2,7.6,7.4,7.7,6.5,6.1
C2C71861XPvAibaEXe/31hnRTOuccmnfqvXRp1oT,7.5,7.7,7.8,7.9,6.6,6.0,7.9,7.8,6.6,6.4
C2F139E4XPvAibaEXe+QJ0MB5TsYNSs6tMIHcKb5,9.8,7.4,9.3,8.1,9.4,8.5,8.9,8.7,9.5,8.5
C2FC6BBEXPvAibaEXe8P4L0OhtIpH+JvbJlI8oqm,6.2,6.7,5.3,5.8,6.6,7.5,6.9,7.4,9.2,5.5
C2FCB2E5XPvAibaEXe84VpdW+WraolYhghhQMatq,6.7,6.9,7.0,7.0,7.6,7.7,8.2,7.7,7.8,6.2
C2FFF40FXPvAibaEXe8g8Nbaf8gV6rMTOW10ogjT,8.6,9.3,9.5,8.5,8.7,9.4,10.0,9.6,10.0,9.5
C315FC5DXPvAibaEXe/Ae0QceO7lRF2Ul+8Th3P6,5.0,7.8,5.2,7.8,7.9,8.3,6.2,9.0,7.1,6.2
C3184A42XPvAibaEXe8zDsaHJ0+9rVTTu+ugxNcW,9.4,9.6,7.9,9.4,8.7,9.2,9.5,8.9,9.3,9.4
C319C2D1XPvAibaEXe/31hnRTOuccqjWRsd9e8zF,7.0,7.8,6.7,8.5,8.7,5.5,7.7,9.0,9.4,7.8
C3264F1FXPvAibaEXe8b36blNCVklb0ThGhw7Q6Q,7.4,6.7,7.0,8.1,6.2,7.8,6.4,7.2,5.2,5.8
C32A6F31XPvAibaEXe94rbuR8wA59eRVG2dE5fN7,8.5,5.4,7.2,7.3,5.2,9.2,5.9,5.6,9.5,6.5
C32C7BA0XPvAibaEXe/UEORkxzaGRqgeqLoIQ03m,7.8,8.9,6.2,7.6,5.8,6.7,8.3,7.5,6.2,7.7
C32FE907XPvAibaEXe+Ovh5RZZKgOgqaN4rBXbjU,9.0,8.4,9.4,8.9,8.3,10.0,8.9,8.2,10.0,8.5
C3380EF3XPvAibaEXe9w7hFRcHEZpCplSZM87DRH,8.2,7.7,8.4,9.4,8.9,7.1,7.6,7.3,9.3,8.0
C340ED08XPvAibaEXe8g5zf2LUpe/G3Mj64zdjKH,8.5,8.7,9.3,8.9,8.7,9.9,9.7,10.0,10.0,8.6
C3465EBFXPvAibaEXe/YCV++RiavqB8eq7xCW1uG,9.0,6.6,8.0,6.6,6.6,7.5,7.8,5.7,6.3,5.1
C34817F1XPvAibaEXe/24bqNYPB5SlSilotOem/0,8.2,5.7,8.1,8.0,8.3,9.5,5.7,5.6,7.7,7.6
C3543184XPvAibaEXe9oautwyg1fuPmlN7ufaWlS,7.5,4.5,5.1,5.5,6.6,2.2,6.5,5.6,5.2,3.7
C370B255XPvAibaEXe+g4Lk2o86SJx91J3RdgrAZ,7.7,9.6,9.0,9.6,9.7,8.9,9.0,9.4,8.1,9.3
C3714556XPvAibaEXe+l62icawnoYswrmeT6bxGq,9.1,8.4,8.2,9.0,9.0,7.9,7.9,8.2,9.6,7.5
C37DB27DXPvAibaEXe8iDpfibljbVJ6sU2EpMDUK,6.4,7.4,7.2,5.5,7.3,6.1,7.1,7.6,6.0,7.8
C38ADA96XPvAibaEXe+9tOqtJ+TlMmhuHNTB5COK,6.9,8.3,8.0,7.3,8.4,9.7,8.6,8.2,5.9,6.9
