mssv,IT001,IT003,IT004,IT005,IT007,MA003,MA004,MA005,MA006,IT002
C54AE894XPvAibaEXe/CISFtEmjHAOrQNIbSAwbh,B,B,A,B,A,B,A,B,B,1
C553F9C4XPvAibaEXe+Cg1ybKXIqQdOe89vIYtVC,C,B,C,C,C,C,A,B,B,1
C55CAD90XPvAibaEXe8QSVVyFBgPn3VNC2CosqLE,C,B,A,A,B,B,B,A,A,1
C55CEDB6XPvAibaEXe/sKOWIYAkjtlMoz7/BjUnS,A,B,B,B,A,C,A,B,C,1
C562BAABXPvAibaEXe8DKLspTitOyuk0/KZzCwGx,B,F,F,B,B,C,C,C,F,0
C562F6BCXPvAibaEXe98rLBMbW9WWeTXnniCvI8f,A,A,A,A,A,A,A,A,A,1
C56BD7A5XPvAibaEXe8EJVSfQ2zj4/K3PJpu+m68,B,F,C,C,C,B,F,F,C,0
C57BD3ADXPvAibaEXe/l8qiRVAhX5zDxP8aymDdw,A,B,B,B,B,A,B,A,A,1
C57ED5F5XPvAibaEXe+7uJh0aD4oAjZmKjOK7gtn,B,B,B,B,B,A,A,B,B,1
C58A65C3XPvAibaEXe9qGGZHCdW9PcyyDYKdALj6,A,A,A,A,A,A,A,A,A,1
C592699AXPvAibaEXe/aBnKnu1smn0W7HZlKI7Ej,C,C,C,B,A,C,A,C,B,1
C5B053C5XPvAibaEXe8OUmHa5DLhUYOIB+zexMN+,B,C,C,B,A,C,B,B,B,1
C5B47790XPvAibaEXe8XtTI6VHhlKI0qhA2KfoCe,C,C,A,B,A,B,A,A,B,1
C5B7D523XPvAibaEXe9176253k6Mv+qEZvJPK2Z6,B,B,F,C,F,F,F,B,C,0
C5BD3990XPvAibaEXe9wR386kYOWu2t5yBmkC/2g,C,B,C,C,C,C,F,F,C,1
C5C829ECXPvAibaEXe85v8rw3dwROi/2w2lEnmVD,B,A,B,A,A,A,A,A,A,1
C5ED96C9XPvAibaEXe97NkpghV4JnltP1gFWXA5m,A,B,C,B,A,B,A,B,A,1
C5F8FF14XPvAibaEXe+RuJt6KkmrDF8hqKhnfIQP,B,C,A,A,A,C,A,B,A,1
C5FF8532XPvAibaEXe9QtbUU7TEFhK//CQGbkR1X,B,A,A,A,A,A,A,A,A,1
C602C014XPvAibaEXe9ZBnO1fewQMcJa1UpHJPFk,B,B,B,B,B,A,B,A,A,1
C6077B12XPvAibaEXe9vxrzlowp+zLUv0pKRv0Je,B,A,A,A,B,B,A,A,A,1
C6081954XPvAibaEXe/yTqQKv0UsdYhCouuFusJz,C,B,B,B,B,C,C,C,C,1
C60AAA47XPvAibaEXe+k7kwcfMfIzD1Pr6EnLJFI,B,B,C,C,C,C,C,C,B,1
C60BA21FXPvAibaEXe/lVQmKmmYDO2Lx2RTSy5Us,B,B,A,B,A,B,B,B,B,1
C6114925XPvAibaEXe/Bn5cQSu92WepaWyZsqola,C,B,C,C,B,C,A,C,B,1
C6142704XPvAibaEXe88G96lR9q/HVMhBqOaOjJX,C,B,A,B,B,B,A,A,C,1
C61ED3B2XPvAibaEXe9yiXPLSHgqUVq9PO5Gpndz,A,A,F,F,C,A,B,B,A,1
C6238BCEXPvAibaEXe+6wkETMZCyIfskjSFn91W/,B,C,F,B,B,C,B,B,B,1
C6298344XPvAibaEXe9KztDs5zkBQutPR1yPU22N,C,A,C,B,B,C,A,B,B,1
C6452B37XPvAibaEXe8P4L0OhtIpH3+HpgsNMSdi,B,F,F,C,C,C,C,B,F,0
C6515EB3XPvAibaEXe9iepFIQz9mxS0wBuCtu87F,B,C,F,C,F,F,B,F,C,0
C652408CXPvAibaEXe/baiw3K4HkF5HM+yiC7grI,A,C,B,B,B,C,B,B,B,1
C669AA3EXPvAibaEXe/QEoeDNKATRxlxJUn/QXQg,B,B,A,A,B,B,B,A,A,1
C66CED4FXPvAibaEXe8CZDRB45S33N7Gv9VKR2Pd,B,A,B,A,A,B,A,A,A,1
C66F8AA5XPvAibaEXe+qA4yV5f0Y/rGNCmn/lLGD,B,B,B,A,B,A,C,B,A,1
C6767DDAXPvAibaEXe+Ovh5RZZKgOncqu0tgYb3P,A,C,C,C,C,A,F,B,C,1
C68EAF15XPvAibaEXe+D/rLOK41HOj6Gdl15SVkF,C,B,A,B,A,B,A,A,A,1
C6967B5FXPvAibaEXe8PcTqQe5AuP6sLQKEWVl1t,B,A,A,A,A,B,A,A,A,1
C6BEEDEBXPvAibaEXe/Hd2nFsMs4VJMEohtoTdvd,A,A,C,B,B,A,B,A,B,1
C6CA2B25XPvAibaEXe85v8rw3dwROiVwRqi1yEb6,A,A,B,B,A,B,B,A,B,1
C6D02B52XPvAibaEXe9vxrzlowp+zDnv/cxNfNEL,B,B,A,B,A,B,B,A,B,1
C6D60DF5XPvAibaEXe+g4B5cywZjwUOIySK7EBfD,F,C,B,B,A,C,B,C,F,1
C6DF151CXPvAibaEXe+q0E3QguGBpVPv3faH8S/X,A,B,B,C,C,A,B,A,A,1
C6E51543XPvAibaEXe+ROAqc8OE8mGge+zBlRoo5,B,A,A,A,A,C,B,A,B,1
C6E7B413XPvAibaEXe+cHzUfz4Xujr48SbTdqxrQ,B,B,A,B,A,B,A,B,A,1
C6E9AE90XPvAibaEXe+U9ZkhoRAmysMrkZGDZ9mO,A,B,A,B,A,A,A,B,A,1
C6EAD9D3XPvAibaEXe/ymdOQ2mCWJC0NxC+wR0tg,A,A,A,A,A,A,A,A,A,1
C6EDEB33XPvAibaEXe+NMGfsRlFbFZPI1FUPfNie,C,B,A,B,A,C,A,A,B,1
C6F7FB32XPvAibaEXe+NlBH3sQF3E/LJCYql1QkH,B,C,B,B,B,B,B,C,A,1
C6FCA00EXPvAibaEXe89Arovz2AsdsUdPo/b+fgw,C,A,A,A,A,B,A,A,B,1
C6FCA5B1XPvAibaEXe/UmsX+Yo/cn2w6SSBd4IqG,A,A,B,B,A,A,A,A,A,1
C7090CEFXPvAibaEXe+MN8lfqqsx6cKU74JWYP7t,A,A,A,A,A,B,A,A,A,1
C71E9357XPvAibaEXe+TUHAdEwrOx/TLDyP4hbS3,C,B,C,C,C,B,B,C,C,1
C71EF78FXPvAibaEXe/lBuSevkVg4F3DFmrbB5xf,A,A,B,A,A,A,A,A,A,1
C7207E5DXPvAibaEXe9E+yOJSz6HoX6Mqdbyua6x,A,C,B,B,C,B,C,F,F,1
C72A3EA5XPvAibaEXe+oY4a6JBxVODEKn7n4spKd,A,A,A,A,A,A,A,A,A,1
C739394CXPvAibaEXe8qxKHWIxudAI/RylRsnAja,A,A,A,B,B,A,B,A,A,1
C764A6CEXPvAibaEXe+9tOqtJ+TlMmG278zpkKP6,C,B,B,B,B,B,B,A,B,1
C783507CXPvAibaEXe+jcCvdJZklGRAguo/Viv5E,A,A,C,A,A,C,A,A,F,1
C78DD70AXPvAibaEXe/yPsCkMlAHItkNU3UPrfb2,A,A,A,A,B,A,A,A,A,1
C797001DXPvAibaEXe8cyAoRoKB5PX0fU8NwzSMq,A,B,B,B,A,A,A,A,B,1
C7A4A791XPvAibaEXe/A9ztpERERkGGLSnPmWxXS,A,A,B,A,B,A,A,A,B,1
C7AB8185XPvAibaEXe9ZBnO1fewQMaT6a2txupZs,B,A,B,A,B,B,C,B,B,1
C7CFA88CXPvAibaEXe+GGliW+AfAjJH1fIxpbq5M,A,B,A,B,B,A,A,A,A,1
C7EA221DXPvAibaEXe9agUz/x4Y2Hh8LZfq2QF6t,B,B,C,C,B,C,A,B,B,1
C7EAC2B2XPvAibaEXe9MpQ5WhbYsPnoPZzOye9FA,B,C,B,B,B,B,B,B,B,1
C7F4F074XPvAibaEXe8WRY0onvLwvgwlsQmoxDtI,A,A,A,A,A,A,A,A,A,1
C7F53D34XPvAibaEXe9urngX21O5XQ0Q58KKpN+g,A,A,A,A,A,A,A,A,A,1
C7F59C39XPvAibaEXe9qZviAmCDqB5XQ5R9SQc2H,A,A,A,A,A,A,A,A,A,1
C7F7B6FEXPvAibaEXe85Y9zb3iTT6hbwTw3EeyHZ,A,A,A,B,A,A,A,A,B,1
C7FEF0A4XPvAibaEXe+JOtnwEvC97jdaQ9RuwdsB,C,C,B,B,B,A,A,A,B,1
C7FF4780XPvAibaEXe8jzQvYm0cG3ZvwppfH92xZ,B,A,B,A,A,B,A,B,A,1
C8062C0DXPvAibaEXe+Gf10rrPWIyr4sLBxKXudI,A,A,C,C,B,A,C,A,A,1
C80D14A1XPvAibaEXe8srAaK3cpz/yN0KUQ7Jk8U,A,A,A,B,B,A,A,A,B,1
C81194F2XPvAibaEXe/lq24VwKc+LCvZJVyTRNOx,B,C,B,B,B,B,B,C,A,1
C8191330XPvAibaEXe8z1D60SqYPkIhJzrh5n/fu,A,A,A,B,A,A,A,A,A,1
C82011D3XPvAibaEXe+QctIYCWb8THxIwqHOlfQd,A,A,C,B,B,B,A,B,A,1
C8210BA9XPvAibaEXe/hGQxqUqhtAQo/MVN7o0mw,A,C,C,A,C,C,B,C,A,1
C823CE1EXPvAibaEXe+HzQxlRR1WqgSUS8Sq0yXO,A,A,A,A,A,A,A,A,A,1
C82E06AEXPvAibaEXe8PuXjFLA9nLD01Bv27kcFx,B,B,A,C,A,C,B,C,B,1
C834A999XPvAibaEXe+y9Z7iOH0a5HbYx4zuBPtT,A,A,B,B,A,C,B,B,B,1
C8392613XPvAibaEXe/kKctW1IjPXk71zR2RNce6,A,A,A,A,A,A,A,A,A,1
C83F9C5FXPvAibaEXe/7kKaS8/f9RbtZXklFhzZ+,B,A,A,A,A,A,B,B,A,1
C85CAC55XPvAibaEXe8eWl5Nr7OWQnSDhPbn24Ji,C,B,C,A,C,C,C,A,C,1
C86B3BB1XPvAibaEXe80CrbkBDr5tX4iHnQLK20k,A,B,C,B,B,A,B,A,A,1
C86FB538XPvAibaEXe9eE5TKqV8tMYZy9sxFUJBC,A,A,A,A,A,A,A,A,A,1
C874CFE6XPvAibaEXe8wj1bWOnrKYRZ7QU3p/E1s,A,C,C,C,C,C,B,C,B,1
C877DBD6XPvAibaEXe9EJ6fShaedauqg3W5daw6D,A,B,A,A,A,A,C,A,A,1
C898CAA9XPvAibaEXe+SXBrvSceI6XhvuXmcixA8,A,A,B,A,A,A,A,A,A,1
C8BC59F2XPvAibaEXe9ZTltLMa5Dt3JxQIQ3dhIL,A,A,A,B,A,A,A,A,A,1
C8C56A1BXPvAibaEXe+1qnC7LACO/ZvUWruiez8N,B,A,B,C,B,B,A,B,C,1
C8C86771XPvAibaEXe+Y0lGmaTa/AGT+Gva5fk/x,C,C,C,B,B,C,A,C,B,1
C8CD3079XPvAibaEXe9HrsmkhnYVNdk3pwqYN79e,A,A,A,A,A,A,A,A,A,1
C8DDB470XPvAibaEXe8g5zf2LUpe/APNRRMpAdvu,B,C,B,B,B,A,A,B,A,1
C8F94A31XPvAibaEXe8z3SRqW8+Nf5xj62ozAvTY,B,C,B,C,B,A,C,A,B,1
C915A546XPvAibaEXe9ZBnO1fewQMbQEy7JAam5+,A,A,A,B,A,A,A,A,A,1
C91F9495XPvAibaEXe8z3SRqW8+Nf5naY8RDHXI8,A,A,B,B,A,A,A,A,A,1
C9227C35XPvAibaEXe9a1uWtqWQkWBcM76XCIzIu,A,A,A,A,A,A,A,A,A,1
C92C47A6XPvAibaEXe/W1ZBpbjj8QfWobzuFG9C9,A,B,C,B,B,B,C,B,B,1
C9369D3FXPvAibaEXe9O6/F07jTuv5GRZ/kkU0bn,C,A,C,B,B,B,A,A,B,1
C93F2976XPvAibaEXe9vxrzlowp+zK+dFdBKpI18,B,A,A,A,A,A,A,A,A,1
C95446EAXPvAibaEXe8zi/ZLIzSiuPtVoeSp3gT7,C,C,C,B,B,B,C,C,F,1
C957530FXPvAibaEXe+9W+M5mn1figUq++nVIxn/,B,A,C,C,B,A,A,A,B,1
C9583BA1XPvAibaEXe9Zp44TyFcBSBfmzs4baS9I,B,C,A,B,B,A,A,A,A,1
C95AB6ADXPvAibaEXe/8rx8cZm8QsY53NwHueDys,A,A,A,A,A,A,A,A,A,1
C95D9477XPvAibaEXe9xLAZM12QrYH1rNc4GBf/o,A,B,B,C,B,A,F,C,C,1
C97335B7XPvAibaEXe/O4Y61Y5ktaObyT0Jca0RL,A,A,A,A,B,A,A,B,A,1
C974A3F5XPvAibaEXe+4OTPvnL5gPw992xn6q9Y4,B,C,F,C,C,C,C,C,C,1
C9791462XPvAibaEXe/GgxgRg2iezua0xC2iIGCA,A,A,B,C,B,B,A,A,A,1
C9854965XPvAibaEXe9nkv6/o6b5EYwNDfF/Bzcs,A,B,A,B,A,A,A,B,A,1
C999DC41XPvAibaEXe8CZDRB45S33GBLxrowyIYa,B,B,B,B,A,B,B,B,B,1
C9BEB6A8XPvAibaEXe8KuJNEATWS84w0Y44DwljL,C,A,B,B,B,B,B,C,B,1
C9C32ADBXPvAibaEXe8REVTdmhazkbYX+nuAfK+/,A,A,C,B,C,B,B,B,C,1
C9C925F1XPvAibaEXe8P2qR1W0njZRbbNYW6PsHu,C,C,A,B,B,A,B,B,B,1
C9EE45E6XPvAibaEXe+whDYzxQ4teeMTK21LC+Yc,B,A,A,B,A,A,A,A,A,1
C9F33142XPvAibaEXe8vzv/aZ4Qa6YEShPbKJeh0,B,B,C,A,A,A,A,C,A,1
C9F9EA2FXPvAibaEXe8d5+4VMyfVsLsiQpML1DUM,A,A,B,B,A,A,A,A,A,1
C9FD3DEDXPvAibaEXe/fkUzkqu7qq4LEs/42DqVI,B,A,C,B,A,A,A,B,A,1
C9FE41E7XPvAibaEXe/yn0DHlpTGLZ1ndEyiMKqa,A,F,B,B,B,B,B,C,B,0
CA308DB5XPvAibaEXe8R2Rbk2WiF3AZb0IJiKLPj,B,B,B,B,A,A,B,B,A,1
CA318CD4XPvAibaEXe/gedqgAoZha3dF9AP6/9A2,A,A,A,A,A,B,A,A,B,1
CA40E650XPvAibaEXe+gzQv7yQRYbvIRxiHCUyct,B,B,B,C,B,B,C,B,B,1
CA42E098XPvAibaEXe+JbMLet4/UAfato3KlLS2Y,A,A,A,A,B,A,A,B,A,1
CA4507DEXPvAibaEXe9i7Lm5hcsAnzuibwt5a5Id,A,A,A,A,A,A,A,A,A,1
CA461E1BXPvAibaEXe9w3p4OJXtSaLWSb+3jvozg,A,A,A,A,A,A,A,A,B,1
CA5A0709XPvAibaEXe8nuCevWXzMuzw6QE/6MyA3,A,B,C,B,A,A,A,B,A,1
CA600B3BXPvAibaEXe9nmiLDZbwKBvUgd7yPy5Uh,A,A,A,A,A,A,A,A,A,1
CA64881CXPvAibaEXe91kmICrkek2nCnuij6IyOE,B,B,C,A,B,B,A,A,C,1
CA6C7872XPvAibaEXe/baq/wvVlH/rxDMQPyZz1D,C,C,B,C,B,A,A,B,C,1
CA709E76XPvAibaEXe9LgoVobBD2datZjdVa1H2B,A,A,C,B,A,B,A,A,A,1
CA7C2A17XPvAibaEXe+DniE7HQhZzoXGg4JQQ2Mm,A,A,A,A,A,A,A,A,A,1
CA826B07XPvAibaEXe+72vl6t/d8GfWZgU0yCPaN,C,B,B,C,B,A,A,B,B,1
CA890F13XPvAibaEXe/xn91tBWVNDS2adhJg0xaN,B,B,B,C,B,B,B,B,B,1
CA8E34EEXPvAibaEXe9Y6XKwco8jybdDUnwQlE94,C,A,C,C,C,C,C,C,C,1
CA938FE8XPvAibaEXe8SWoXWekDacJ52cO1Ieg4d,A,A,A,A,A,B,A,A,B,1
CAA6510AXPvAibaEXe9PMC4shTguo41STgZq+iNv,B,C,C,B,B,B,C,C,C,1
CAD31649XPvAibaEXe9zVZKaStZ09AnLpdHb07X/,A,A,B,A,B,A,A,A,A,1
CAD907C7XPvAibaEXe+BSAh8mzSNVdb+dZETEFX4,A,A,C,B,B,B,B,A,A,1
CAF0EF22XPvAibaEXe/RK0UQl+DMKyQf1N1t9ozL,C,C,F,F,F,F,C,C,C,1
CAF15D10XPvAibaEXe8zi/ZLIzSiuNzrulp5NEv2,A,C,C,C,B,B,B,C,A,1
CAF9C110XPvAibaEXe8t4cDFHKW3SZrcOzqm7rb0,C,B,C,C,B,C,B,A,C,1
CAFBF12FXPvAibaEXe+L7yr6xo33KsEYZ+DAUurS,A,A,A,A,B,A,A,A,A,1
CAFDB130XPvAibaEXe8zDsaHJ0+9rT+zHC169stm,A,A,B,B,A,B,A,A,A,1
CB09E05FXPvAibaEXe+RHL8JvXl21FXO0knNTnp3,B,C,C,B,C,C,B,A,B,1
CB0A4300XPvAibaEXe8qxKHWIxudAD9fMhJAEj0f,A,A,B,A,B,B,A,A,A,1
CB0BA297XPvAibaEXe+M/BSgLkQKV1OtiUKsEhKw,C,F,C,A,B,A,C,C,C,0
CB1C40FFXPvAibaEXe+xD4bBZLKlbnrRKPsm31zF,C,B,A,B,B,B,B,A,C,1
CB263C18XPvAibaEXe8xMCTZ03/Be8yk40QWdPiR,C,B,B,A,C,B,B,B,C,1
CB2805CDXPvAibaEXe85hkLGQAJy3dq36MtRmFzY,A,A,B,B,A,C,A,B,A,1
CB3EAFD4XPvAibaEXe+aquNtcMIbv2pFitzFU5uT,A,A,A,A,A,A,A,A,A,1
CB43D033XPvAibaEXe/q/d6S7LoUwzBJQEyK9w6Z,A,A,A,A,B,B,B,A,B,1
CB456CC9XPvAibaEXe+wnAHzeNC8YsPJQpKFuYFJ,A,A,B,B,A,A,A,A,A,1
CB548A33XPvAibaEXe+T+pdYLenbrh/MSouM7hbM,C,F,F,B,F,A,A,A,B,0
CB6EB752XPvAibaEXe8UtLk0ua6nIFxhweUiMmKX,A,A,A,B,B,A,A,B,B,1
CB71DFB6XPvAibaEXe/AdnwkoyhfDrUsMP8M6ihS,A,F,C,C,C,C,C,C,C,1
CB7DBA9EXPvAibaEXe+5IWWYgAKfUkdmj0vwKncy,B,B,B,B,B,C,A,A,B,1
CB81E9D7XPvAibaEXe+s9Ax3cH11ac5cIx25zMms,A,A,A,A,A,A,A,A,A,1
CB8BCA7FXPvAibaEXe88EN6DQQEtSQ7yKpQCGuhQ,B,C,F,C,F,F,C,F,C,0
CB95BAA1XPvAibaEXe+jpgatmakYN+POp1YP/Ncw,C,A,B,B,A,B,A,B,A,1
CB996D61XPvAibaEXe8cLtQUjJWX3XkVoRUnBewq,A,B,C,B,C,C,A,C,C,1
CBB8EC0AXPvAibaEXe+7yjglV2dMpwUdYqYpKaue,B,A,C,B,B,B,B,B,B,1
CBB9C2EBXPvAibaEXe+fW1Bg/roenBLd85qZjxlN,B,B,C,B,C,A,C,C,B,1
CBBBFABBXPvAibaEXe8at9gGXzJnL8bRZxskX4x7,A,A,A,A,A,B,A,A,B,1
CBBEC090XPvAibaEXe/RBAYWwu4rYA0DT5I3POMR,C,B,C,C,C,C,C,A,B,1
CBC277C7XPvAibaEXe+sV6KMm2RqHrD6PSYK5OgP,B,C,A,A,B,A,A,A,B,0
CBC494F4XPvAibaEXe9QVsCW2codOVicJNTSm0ln,A,A,B,A,A,B,B,B,A,1
CBC6368EXPvAibaEXe8iOnzuCL8V+K3yqNXTpmpU,A,A,A,A,A,A,A,A,A,1
CBC89467XPvAibaEXe9sUz+dc1ML5LuftKKqpBU/,C,B,C,C,C,C,C,B,B,1
CBCB062FXPvAibaEXe+aquNtcMIbv8DdlibusxRn,A,C,C,B,B,A,A,C,A,1
CBD3DA4AXPvAibaEXe/5DpC15pEkHeU94/iQwdB7,C,C,C,B,B,A,A,B,A,1
CBD8AAD6XPvAibaEXe9tEkXNWDh2mv5Z5bh2LTaQ,C,C,F,C,C,B,B,C,A,1
CBDE1398XPvAibaEXe/KVW+JfXJB/kBCeexAdrWt,B,C,C,C,B,C,B,C,B,1
CBDE287BXPvAibaEXe8xN1Ehxu1cb46fWfoT+ewn,A,A,A,A,A,A,A,A,A,1
CBFC1F90XPvAibaEXe9B2tolTZ0JLimd/c/ZZHPI,A,A,A,A,A,A,A,A,A,1
CC14B520XPvAibaEXe+4OTPvnL5gPwaNRySPq8rH,A,A,A,A,A,A,A,A,B,1
CC17FAC0XPvAibaEXe99QzhWW+eTfAjt68mPZT2w,B,B,A,B,B,B,A,B,B,1
CC1BE9F4XPvAibaEXe+NqszRBbPDty51v94rQVP2,C,C,B,B,F,A,C,C,C,1
CC225980XPvAibaEXe/EiyqMUCp4HTOKqhj1lYrv,C,C,B,C,C,C,A,B,C,1
CC2FABFCXPvAibaEXe/CDMtnBauOUDTYvkx+SjPl,B,B,F,B,C,B,B,F,C,1
CC39521FXPvAibaEXe/gedqgAoZha5Ba6twsgglO,A,A,A,A,A,A,A,A,A,1
CC4635AEXPvAibaEXe/M+/uAwVeHhL/CCuA5pOSu,C,A,B,B,B,B,A,B,B,1
CC58A220XPvAibaEXe/W1ZBpbjj8QXJYcXSN97Hi,B,B,C,C,B,C,B,B,B,1
CC5BB2E6XPvAibaEXe93Rc7cR6VrXNctepo/HjIA,A,A,A,A,A,A,A,A,A,1
CC750DAAXPvAibaEXe8iDpfibljbVGPKcDnhJr4d,A,A,B,B,B,C,A,A,A,1
CC771907XPvAibaEXe8Z1ibtCzbf7o6DG/gIvBp+,B,A,A,A,A,B,A,A,A,1
CC7843C0XPvAibaEXe873GBOa3btd7pcerfgf8EF,A,B,A,A,A,A,C,B,A,1
CC9D79E5XPvAibaEXe+W0wzzSkKF2k82IcnT0+NH,A,A,A,A,A,A,A,A,A,1
CCA176B2XPvAibaEXe8gSpVbHkiPIz/5Cbr31PWR,A,A,A,A,A,A,A,A,A,1
CCB095B0XPvAibaEXe8Pc6kxKoLNaa6eF/lKAGGW,A,A,A,A,A,A,B,A,A,1
CCC60EBEXPvAibaEXe/KzUC9/fyuEnRbHmgGffwG,C,B,B,B,A,C,C,C,B,1
CCCD3921XPvAibaEXe8KQ+dBN9lreQbRcvaXkkOS,A,B,B,A,A,B,B,A,C,1
CCE66A29XPvAibaEXe8scZUjY2tXh/nnfZ1FSC8S,B,C,C,C,C,A,A,C,B,1
CCEC6CFAXPvAibaEXe950ls1WcjgCjvJP+8I5RFt,C,C,B,B,B,B,C,A,A,1
CCF3ECB1XPvAibaEXe++eRN1Fgsl0FkbeyA1j+vj,A,A,C,B,C,A,A,B,B,1
CD000065XPvAibaEXe+2WNqGC1yvSMhKoBK9FmMa,B,A,A,A,B,B,A,A,B,1
CD230549XPvAibaEXe8LH8F9PEYD5Wm88MBS8dZP,B,B,A,A,A,B,A,A,A,1
CD320653XPvAibaEXe//3t8+us0X0ohnYfMw6aMh,A,B,F,C,F,F,C,C,C,1
CD41215AXPvAibaEXe9Y6XKwco8jySH2ncUeG2Ze,B,C,B,C,B,C,C,B,C,1
CD4516FFXPvAibaEXe8qwxsYP7Gy4ZibNdQrwZxl,B,A,A,A,A,A,A,A,A,1
CD625BE8XPvAibaEXe+NyYotv4FWdaHkUWgX4W98,B,A,C,C,B,A,B,B,A,1
CD739D9CXPvAibaEXe8KQ+dBN9lreQTBp8uYMANH,A,B,B,A,A,C,B,B,B,1
CD7A1376XPvAibaEXe99QzhWW+eTfGHumxYA7X8o,B,C,C,B,F,A,B,A,B,1
CD7FE553XPvAibaEXe/U36FI9OTo3XR/spu2mF+l,A,C,A,A,A,A,B,A,A,1
CD8254EDXPvAibaEXe+Gp/0WoyAluXAtgdJcqPQN,A,B,A,B,A,A,B,A,A,1
CD908339XPvAibaEXe/75frwBkQTnfsPqd1ahLxn,A,A,A,B,B,B,C,A,A,1
CD923C7CXPvAibaEXe+9v37KcInSIf524hC4r2fS,A,B,B,B,B,B,B,A,B,1
CD988BE5XPvAibaEXe9w7hFRcHEZpPv3YPpESoVp,B,A,B,A,A,B,A,A,C,1
CDA0D08AXPvAibaEXe8UtLk0ua6nIKCaLftfCC+0,B,B,A,B,A,B,A,A,B,1
CDA4E282XPvAibaEXe8bVXYGG8kdZVsrroRMNogn,A,A,A,A,A,B,A,A,A,1
CDA8D5A4XPvAibaEXe/4bSD/sFWUz3SOA17kLAJX,A,B,C,B,B,C,A,A,A,1
CDAB13ABXPvAibaEXe92DIzGarcXxMWhBQgT5d8X,A,A,A,B,A,A,A,A,A,1
CDAE9C3BXPvAibaEXe9gPSUylTm3ESJ4xQeyyi3P,A,A,A,A,A,A,A,A,A,1
CDAF1243XPvAibaEXe9gkNN06c3nLQAcWihZ3p6i,B,C,A,C,B,C,C,A,B,0
CDCCA80FXPvAibaEXe9T8X64vL5Kd/cfAX5QHF+h,A,B,A,B,B,B,A,C,A,1
CDD3A061XPvAibaEXe/tHzSgYcYughSlTmR/OLg6,A,B,A,A,B,B,B,B,B,1
CDD51D05XPvAibaEXe+QJ0MB5TsYNT8x/76McCl7,A,A,A,A,A,C,A,A,C,1
CDD91574XPvAibaEXe/5JaXZuY2MgM/uf1ew8+5q,A,A,A,A,B,C,A,B,B,1
CDDDCE8BXPvAibaEXe+LOVcofflPOioTO/v1hZpn,C,F,F,F,F,F,F,F,F,0
CDE6E7E4XPvAibaEXe+daCJxihbVZ6PGlqemCtpA,A,A,A,B,B,A,A,B,A,1
CE0BAAB6XPvAibaEXe+SIoKUNff6nO10MrvJVgqL,A,C,C,B,C,B,C,C,A,1
CE16843CXPvAibaEXe8EWfnZTwjAD9O1ZNM6eqTA,A,A,B,B,A,A,A,A,B,1
CE1D08BAXPvAibaEXe/6gqqbvLbYMz0GypCs42Dx,A,A,B,B,A,A,A,A,A,1
CE1E7F31XPvAibaEXe80CrbkBDr5tZSRglB+drpj,A,B,B,B,B,B,C,B,B,1
CE44634CXPvAibaEXe+t618nkWP4eeHt1fC2+cyn,A,A,A,A,A,B,B,A,C,1
CE4A7060XPvAibaEXe91WmQmxUATiQdOwAaDrmpl,A,A,B,B,B,A,A,A,A,1
CE57739AXPvAibaEXe+T+pdYLenbrvHRkIZwWOV8,B,A,A,A,B,B,B,B,C,1
CE602951XPvAibaEXe/W1ZBpbjj8QWcQQMkMlhg2,A,C,B,B,B,C,B,B,A,1
CE6392C6XPvAibaEXe8n5o9RyAxUMwoWuLWJmgrv,A,B,C,A,C,C,B,A,C,1
CE74D8C0XPvAibaEXe+DUF+563kBvX196ABGPAHh,A,A,A,A,A,A,A,A,A,1
CE84B4E7XPvAibaEXe/75frwBkQTnRIhk+Yk+q8F,A,A,B,B,B,A,C,A,A,1
CE96E118XPvAibaEXe+c4CmKemuBcjVUbVvtpEiY,A,A,B,A,A,A,A,B,A,1
CEAA42BFXPvAibaEXe8t4cDFHKW3SXhzbYzOaJ0b,B,A,B,B,A,A,A,B,B,1
CEB7CC02XPvAibaEXe/cJxaw79CIvlNSoCUmIatO,B,B,B,B,A,A,B,A,A,1
CECC824CXPvAibaEXe/nAyWBShz668OSe0IWOxHc,A,A,A,A,A,A,A,A,A,1
CED41935XPvAibaEXe/PXWJbNZLssLs+IURzkmib,B,C,C,C,C,B,B,C,B,1
CEDDD2F8XPvAibaEXe99cj54RqRPP9onFPB1CoCf,A,A,B,B,A,F,A,A,B,1
CEE22A0CXPvAibaEXe+u9g2yz+iQ+CvD6Fdl2K68,A,A,A,A,A,B,A,A,A,1
CEECF918XPvAibaEXe9rbQR8nwnz2B/yhJlAycre,A,B,F,B,B,B,A,B,B,0
CF00A253XPvAibaEXe/mbD1XVEM0x//P+sDiFPLO,A,A,B,A,A,A,A,A,A,1
CF116B2FXPvAibaEXe8EJVSfQ2zj49CjffwUdjPW,B,A,A,B,B,A,B,A,A,1
CF12CF9EXPvAibaEXe+Ff3P1PNDBGBwqqlR2R2Pa,A,C,C,B,B,B,B,B,A,1
CF1BC731XPvAibaEXe8VTfh7IMCjr1vSYRggAvz4,A,B,A,A,A,B,A,A,C,1
CF1DCF0AXPvAibaEXe8Bq6xNX3rcoYxVLa5Zya1o,A,A,B,B,B,B,A,B,A,1
CF290416XPvAibaEXe/77zwxtbGI70eGi9P/ZNn+,A,A,A,A,A,A,A,A,A,1
